id,active,status,approvedDate,title,summary,themeName,activities,longTermImpact,need,contactCountry,contactCity,contactState,funding,goal,remaining,numberOfDonations,numberOfReports,dateOfMostRecentReport,modifiedDate,theme > name,image > imagelink
53186,true,active,2021-07-27T11:40:06-04:00,"Health, Sanitation and Food Security Project","The project will provide low-cost dry latrines, support vegetable gardening and raising of small animals and provide capacity-building activities for marginalized farmers and coastal dwellers.",Climate Action,The project will build pour-flush/water based and dry toilets and then use the human waste as organic materials for the garden. A related activity will be to provide small livelihood activities such as raising of small animals like pigs and chickens and vegetable gardening.,"We will target 3,000 people and try to solve health and sanitation problems among them via the implementation of cheap dry toilets and then using the human waste for vegetable gardening and tree planting activities.",The problem is the lack of toilet facilities among marginal farmers and coastal dwellers and the health and sanitation issue related to it. A related problem is the lack of nutrition especially among children and the lack of livelihood opportunities for them.,Philippines,Cagayan de Oro,Misamis Oriental,91.00,30000.00,29909.00,3,1,2021-11-24T12:25:38-05:00,2021-11-25T02:26:24-05:00,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Climate Action,6
53187,true,active,2021-07-27T11:21:55-04:00,Non-formal Education for Disadvantaged Girl,"This project will provide non-formal education for 750 disadvantaged women and girls who by difficult circumstances have stopped formal schooling and live hand-to-mouth existence in remote communities. Non-formal education will be through individual coaching, small group discussions and practical site visits to successful projects in the locality.",Gender Equality,"We will provide non-formal education and materials support for disadvantaged women and girls that is tailor-fitted to their needs and capabilities. Most often non-formal training is one-shot and ineffective and we will turn this around by providing education that is suited for the resources, capabilities and situation of the individual.","The social and economic well-being of women and girls is important in order to develop healthy communities capable of propelling their growth and development on their own with little help from outside. In order to do this, proper education and pump-priming support is urgently needed.",Women and girls in difficult circumstances have very little chance of improving and they live their whole lives in misery and poverty. Chances of the improvement of their well-being is small and they often repeat the cycle of misery to their children into the next generations. There is a need to empower them in order to break the cycle.,Philippines,Ormoc,Leyte,0.00,12000.00,12000.00,0,0,,2021-11-25T02:27:34-05:00,Animal Welfare;Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Ending Human Trafficking;Food Security;COVID-19;Gender Equality,6
53188,true,active,2021-07-27T11:19:38-04:00,Rainforest Biodiversity Improvement Project,"We target to improve the biodiversity of the rain-forest in Zamboanga del Norte by mobilizing 3,000 youths to plant at least 40 trees in their farms. This translates to 120,000 trees which will improve the biodiversity of the rain-forest threatened by illegal logging and unsustainable farming and would mean improvement in the lives of the Subanen Indigenous people living there.",Climate Action,"We will mobilize the youth to plant high-valued endemic fruit and forest species and train them to take care of their plants. Aside from planting trees, we will also provide them with the tools and resources in order to improve their livelihoods and utilizing forest products in the forest without destroying it. Some of these are ferns, fruits, bamboo, edible seeds and palms.","Aside from directly supporting and improving biodiversity in the Zamboanga del Norte rain-forest, the project will be in the forefront in combating climate change and halting the ravages of extreme weather events caused by the warming of the earth. Near extinct animal species have also the capacity to survive and multiply.","The rain-forest of Zamboanga del Norte is a biodiversity hot-spot with endemic near extinct flora and fauna still inhabiting the area but due to unsustainable farming practices and illegal logging, their number is dwindling and without proper conservation measures, they will fade-out forever. Lack of protection and improvement of the rain-forest means also poverty of the indigenous Subanen families living there.",Philippines,Cagayan de Oro,,20.00,15000.00,14980.00,1,0,,2021-11-25T02:23:07-05:00,Child Protection;Climate Action;Disaster Response;Economic Growth;Gender Equality;Physical Health;Ending Human Trafficking;Food Security;Climate Action;Ecosystem Restoration;Sustainable Agriculture,6
53189,true,active,2021-07-27T11:22:37-04:00,Happy Meals for 500 Hungry Children,"Five hundred hungry children in remote villages that we are serving here in Mindanao shall partake of sumptuous meal  in order to make them happy, enjoy good food, improve their nutrition and well-being. The meal will be served by our teams and volunteers and will comprise fried chicken, rice, roasted pig, candies, chocolates and native delicacies. We will also provide toys and slippers for the children. We will target 1,500 children to be served by this initiative.",Arts and Culture,"We will provide home-cooked Filipino delicacies to hungry children in our project areas. The menu will include roasted pig, fried chicken, special noodles, chocolates, candies and pastries. Our staff and volunteers will prepare the food and will organize food festivals in the barrios.",There is a great need to prevent hunger and malnutrition and to provide sumptuous food for very poor children in remote villages here. The impact will be happiness and smiles for the children and their families.,Children in remote barrios regularly eat salted or dried fish or they have no viand at all except for some vegetables found in the backyard. This project will solve their yearning for Filipino delicacies at least once in the life of a poor child. They will remember this for a long time in their lives.,Philippines,Cagayan de Oro,Misamis Oriental,39.33,20000.00,19960.67,3,1,2021-11-24T11:01:52-05:00,2021-11-25T02:27:33-05:00,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Arts and Culture,6
53190,true,active,2021-07-27T14:02:06-04:00,"El Nino Water, Sanitation and Hygiene Initiative","The project will provide water, sanitation and hygiene support for local communities badly affected by the El Nino in the Philippines. We will provide dry, waterless toilets, water containers and hygiene kits focusing on mountainous and hard to reach areas. The choice of dry, waterless toilets is because the traditional pour-flush toilets is no longer effective due to lack of water and open defecation is a major problem due to spread of diseases.",Disaster Response,"We will solve this problem by providing an alternative which is dry waterless toilets. We are 3 times international winner in the implementation of dry toilets. Then we train and encourage the beneficiaries to re-use human waste for their agriculture production once rain occur again. Coupled with this will be the provision of water containers, communal hand-wash and giant rain water collectors in preparation for rain.",The long-term impact in implementing waterless toilets is preventing the spread of diseases and the re-use of human waste in agriculture production. Poor farmers could not purchase commercial fertilizer and this is a big boost to their farm production and income. The rainwater collectors will enable communities to harvest rain and use this in their daily needs with excess to their gardens. This is most useful in barrios located in the mountains where water source is very far.,The El Nino happening now in the Philippines render the traditional pour-flush toilets to be useless and the problem of spread of diseases due to open defecation is great. People is forced to defecate in the fields because of lack of water to flush their toilets. Epidemic means a second wave of disaster.,Philippines,Cagayan de Oro,Misamis Oriental,68.85,60000.00,59931.15,5,1,2021-11-24T12:25:20-05:00,2021-11-25T02:27:25-05:00,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response,6
53234,true,active,2021-09-13T08:58:53-04:00,Support 100 Filipino Women Migrant Returnees,"The Project aims at supporting alternative livelihood for 100 Filipino women migrant returnees through ""SIKHAY"". Women acquire new skills in sewing and hand-loom weaving and how to handle tasks, which eventually leads to women's economic self-reliance and empowerment. SIKHAY requires funds for further expansion to reach out to more women.",Gender Equality,"DAWN started Sikap-Buhay (SIKHAY) which means self empowerment , an alternative livelihood program in 1996 to address the issue of return migrant women. SIKHAY has supported150 women migrant returnees. It serves as (1) therapy for the women, (2) training ground for entrepreneurial development and management, and (3) as a vehicle for advocacy for the continuing plight of women migrants. The fund raised for the project will be used for training 100 additional women in sewing and hand-loom weaving.","DAWN continues to assist more women members in setting up small-scale livelihood projects that they can manage on their own. Thirty of DAWN's trained women have opted to put up their own small businesses or to apply their skills. Others continued with SIKHAY as trainers to other women, thereby women empowering other women. This proves that their self-confidence have developed and have learned to be  self-reliant which facilitate their reintegration into the society.","The COVID-19 Pandemic has caused the mass repatriation of 612,000 Filipino workers; around 400,000 are women, mostly domestic and service workers. They are more vulnerable to gender-based violence and human trafficking, discrimination, exploitation and abuses. They continue to suffer financially and psychologically after returning to the Philippines. There's a strong need for women migrant returnees to reintegrate into the country, through generation of alternative livelihood opportunities.",Philippines,City of Manila,National Capital Region,5880.37,10000.00,4119.63,75,0,,2021-11-25T02:26:17-05:00,Economic Growth;Education;Gender Equality;Ending Human Trafficking;Justice and Human Rights;COVID-19;Ending Abuse;Mental Health;Gender Equality;Ending Human Trafficking;Ending Abuse,6
53245,true,active,2021-08-02T10:57:42-04:00,Low-cost Sanitation for Typhoon Haiyan Survivors 2,We will provide low-cost pour-flush toilets and water filters for Typhoon Haiyan survivors. Safe sanitation is still an on-going and urgent need of survivors long after the typhoon happened and the need to support poor families is still urgent. We are experts in sanitation work having supported Typhoon Washi survivors in Cagayan de Oro and Iligan Cities in 2011.,Disaster Response,"The toilet will be equipped with hygiene kits and water supply. The project will help control open defecation in the area because open defecation will be one of the problems that may spawn the spread of water-borne diseases, thereby multiplying disaster if this is not solved. Aside from toilets we will provide water filters in order to provide safe drinking water.",We aim to provide safe sanitation and prevent the spread of water-borne diseases in the devastated areas. This is still a very urgent need long after the typhoon happened.,"Super Typhoon Haiyan is 3.5 greater than Hurricane Katrina and it lays waste vast cities in the Philippines flattening thousands and thousands of houses and killing more than 10,000 people. The urgent need still at present long after the typhoon happened is to continue providing low-cost sanitation for the poorest of the poor. Our project in installing low-cost sanitation for families as well as providing water filters is still urgent.",Philippines,Cagayan de Oro,Misamis Oriental,0.00,50000.00,50000.00,0,0,,2021-11-25T02:23:08-05:00,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response,6
53246,true,active,2021-08-02T10:50:54-04:00,Sports Equipment for Children,"The project will provide sports equipment such as balls, bats, uniforms, chess boards, shoes and assorted educational toys to children of impoverished families in order for the children to be healthy, productive, sports minded, disciplined and have a bright future.",Child Protection,"Providing for sports equipment and installing sports infrastructure in remote barrios would channel the energy of children and youth to wholesome recreation. Engaging in sports will promote health, discipline, collaboration and cooperation among the youth, much-needed ingredient for their success and the improvement of the community.",Improved and much-better communities with disciplined and well-rounded youths.,"Children and youths in remote villages here often has nothing to do during their spare time and usually they succumb to vices such as gambling and drinking. If this persist, this will create a negative impact to the community because when they become adults, the likelihood of being unproductive and prone to criminality will be high.",Philippines,Cagayan de Oro,,0.00,15000.00,15000.00,0,0,,2021-11-25T02:23:08-05:00,Child Protection;Climate Action;Disaster Response;Economic Growth;Gender Equality;Physical Health;Ending Human Trafficking;Food Security;Child Protection,6
53248,true,active,2021-08-02T10:58:14-04:00,Mindanao Sanitation and Food Security Project,"The project will provide low-cost, durable and scientific sanitation hardware and food security support via root crop and vegetable production for very poor, vulnerable families in selected target areas in Mindanao and mainly in the provinces of Misamis Oriental and Zamboanga del Norte. A total of 3,000 families is targeted for this project aiming to improve their health, hygiene and nutrition situation and enabling them to live with dignity and fully participating in the life of the community.",Food Security,"The project will provide low-cost, scientific and durable latrines to very poor farming families who cannot afford to build one. Then we will also provide vegetable and root crop starter packs so they improve their farm production. Together with the support is localized training so that they improve their overall condition. To do this we will build the capacities of local volunteers who will act as ""para-technicians"" able to train others and use their areas as demonstration sites.","The long-term impact of this project is improved capacities of very poor farming families through focused sanitation and food security support involving low-cost latrines and vegetable and root crop planting materials. In so doing, these families will have a good chance in life compared to their present condition of powerlessness, hunger and disease.","Very poor vulnerable communities often lack the resources to build their own toilet as well as to source good planting materials for their food production needs. This create a vicious cycle of poverty coupled with poor health due to diseases caused by open defecation. Poor farming families with this condition have lesser chances in life and mortality especially of children is high. With the so many poor in Mindanao, the government is unable to assist hence our solution and assistance.",Philippines,Dipolog City,,10.00,50000.00,49990.00,1,0,,2021-11-25T02:26:41-05:00,Animal Welfare;Climate Action;Disaster Response;Economic Growth;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Food Security;Ecosystem Restoration,6
53249,true,active,2021-08-02T10:56:11-04:00,Family Rescue from Extreme Poverty Project,"This project will improve the socio-economic situation of 1,500 very poor and marginal families living in extreme poverty by providing them with financial and technical support so that they will be able to start their individual micro-enterprises using most of the resources found in their farms. Example of these are vegetable gardening, raising of ducks, chickens and pigs, selling food products, sewing and handicrafts. In so doing their well-being is improved.",Economic Growth,"Providing for start-up support in terms of small capital, technical training and mentoring will be one of the solutions to extreme poverty and powerlessness happening to local communities. We have a wealth of knowledge on how to implement this, the only problem is pump-priming support for local communities which this project will be able to provide.","Improvement in the overall social and economic conditions of local families means that they are able to contribute to community-building, promote peace and harmony and surmount what crisis may happen in the future.","With multiple problems such as climate change, insurgency in remote barrios, proliferation of drugs and now the effect of coronavirus to health especially among vulnerable populations with little access to medical help, extreme poverty is the situation of most families here. There is clearly a need to support their entrepreneurial activities so that they are able to provide for their sustenance and live with dignity and in good health.",Philippines,Dipolog City,,0.00,15000.00,15000.00,0,0,,2021-11-25T02:26:45-05:00,Animal Welfare;Climate Action;Disaster Response;Economic Growth;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Economic Growth;Disability Rights,6
53422,true,active,2021-09-13T08:59:06-04:00,Water system for orphanage and 70 hog raisers,"The goal of the project is to pump water uphill from the river using the AIDFI ram pump which is a water powered pump that pumps water 24/7 from a lower situated source such as a spring, stream or river to a higher elevation without the use of electricity or fuel, avoiding the emission of greenhouse gasses.  The water will be delivered to the San Pedro Children's home for food production and cleaning activities in the orphanage and for 70 hog raisers in the village of Dulangan in Digos City.",Food Security,"AIDFI builds water systems using its ram pump model that delivers water 24/7 from a lower situated free flowing source without the use of electricity or fuel. The project will deliver 20,000 liters daily to the orphanage and village which will provide the needed water to start livelihood projects and food production at the orphanage and support the 70 hog raisers who supply meat to the local market in the city. The water system also ensures sustainable operation with low maintenance cost.","The project will provide water for the orphanage and the village to support local meat production and the opportunity for additional water-related livelihoods for the community members and the orphanage. The low maintenance and operational cost of the ram pump water system will help keep cost of hog raising down, ensure healthy livestocks and continuous supply of meat to the market all the while avoiding additional greenhouse gas emissions. It will also ensure food security in their locality.","Dulangan village is home to the San Pedro Children's home, it has been the plan of the orphanage to start livelihood projects and produce their food but the problem is the water needed. The village is also a hog raisers community and one of the meat producers for the market of Digos City in Davao del Sur, Philippines. The 70 community members dependent on hog raising have had a hard time accessing water from the river which was is not only difficult to reach but also hard during flood hours.",Philippines,Bacolod,Negros Occidental,6395.74,13685.00,7289.26,48,0,,2021-11-25T02:27:19-05:00,Food Security;Clean Water;Sustainable Agriculture;Food Security;Sustainable Agriculture,6
53962,true,active,2021-09-13T08:59:19-04:00,Support 1000 Philippine Coconut Farmers,"Philippine coconut farmers are among the most impoverished farmers due to the low sales of their coconuts. Through this coconut processing and community development project, FARMCOOP aims to improve the livelihood of 1000 organic coconut farmers, including women and indigenous farmers in Mindanao, Philippines, and convert conventional farms to organic. Since 1997, FARMCOOP has assisted over 6000 small family farmers on land rights, fair market contracts, organic farming, and market access.",Sustainable Agriculture,"FARMCOOP worked with organic coconut small farming cooperatives to develop the organic coconut processing project. FARMCOOP's production and trading arm will buy the farmers' coconuts at a higher price and process them into various products, and least 30% of the net profits of the processed products will be shared with farmers. The rest of the proceeds will be used for community development. Funds raised will build a processing facility, hire staff, and purchase a truck to haul coconuts.","Over 10,000 small coconut local and indigenous farmers with 4,500 women farmers will benefit from scaling up of this project. The long-term economic viability of organic small family farm-to-market development will encourage more small family farmers to transition to organic practices.Organic farming livelihood and land stewardship will strengthen sustainability. And overall, organic diversified farming will improve the health of the family farming communities and restore watersheds in Mindanao.","Mindanao's indigenous and local coconut farmers are among the most impoverished farmers, earning only $5 a day. Many raise livestock and other crops to augment their income to make ends meet, but their farm income is not enough. Despite the processing of coconuts into food, industrial and pharmaceutical products, the farmers do not benefit from the value addition of their products.  They remain poor because their coconuts are bought at a very low price.",Philippines,Davao City,Davao del Sur,6269.44,50000.00,43730.56,79,0,,2021-11-25T02:27:38-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Digital Literacy;Sustainable Agriculture;Economic Growth;Ecosystem Restoration;Gender Equality,6
54162,false,funded,2021-09-08T15:43:09-04:00,Typhoon Jolina Relief Fund,"Typhoon Jolina made landfall with sustained winds of 65 miles an hour. This relief fund will support emergency aid like food, water, medicine, and shelter. After initial needs are met, the fund will transition to provide long-term assistance as needed. All donations to this fund will exclusively support Typhoon Jolina relief and recovery efforts in the Philippines.",Disaster Response,"All donations to this fund will support recovery and relief efforts for Typhoon Jolina. Initially, funds will help first responders meet survivors' immediate needs for food, fuel, clean water, hygiene products, and shelter. The fund will later transition to support longer-term recovery efforts run primarily by local, vetted organizations in the communities affected.","We believe that organizations that are deeply rooted in local communities are in the best position to provide long-term support for survivors of natural disasters like Typhoon Jolina. By funding the relief efforts of local organizations, donations to this fund have the potential to build stronger response capacity so that these organizations are better equipped to face future challenges. GlobalGiving will post reports about how funds have been used and will email these reports to donors.","The storm has caused extensive damage, killing dozens of people and displacing more than 11,000 people. Local officials are doing their best to deal with evacuations and temporary shelters amid the coronavirus pandemic. Several of GlobalGiving's local nonprofit partners are responding and have asked us to help fund relief and recovery efforts on the ground.",United States,Washington,District of Columbia,75.00,100000.00,99925.00,2,1,2021-11-15T09:56:18-05:00,2021-11-25T02:27:14-05:00,Animal Welfare;Child Protection;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Justice and Human Rights;Digital Literacy;Food Security;Disaster Response,6
54173,true,active,2021-10-20T13:35:16-04:00,Support The Lives of Those Who Support Ours,"Over the years we've improved the management of over 2.5 million hectares of marine protected area, a further 1,000 hectares of Ipo Watershed, main source of water for Metro Manila, and brought environmental education to 1,093,586 students in our effort to inspire the next generation of environmental leaders. In 2020 alone we reached out to almost 4,000 farmers and over 6,000 fishers, and oversaw the passing of 2 sustainable banking policies to pave the way for more wins for the environment.",Food Security,Your donation will help fund our conservation efforts across the country. We're still a long way away from our goal of building a future where man lives in harmony with nature - but in little ways you can all be a part of this journey we've been on for the past sixty years.,"WWF-Philippines is committed in creating an impact on biodiversity protection and to respond to the climate crisis, towards a safe and just recovery. In order to address the nation's need for food and water security, renewable energy, wildlife and habitat conservation, and quality environmental education, we work with partners, communities, and individuals like you to co-create inclusive, innovative, and interdisciplinary solutions that are based on science and nature.",But there is plenty more that still needs to be done.  We need your financial support to help us achieve our conservation goals. Each donation goes a long way toward helping our communities back up on their feet as partners in conservation. Through innovative solutions co-created with our partners and with everyday Filipinos we are working to tackle our environmental crisis.,Philippines,Quezon City,Metro Manila,0.00,35000.00,35000.00,0,0,,2021-11-25T02:27:18-05:00,Animal Welfare;Climate Action;Disaster Response;Education;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Wildlife Conservation;Food Security;Climate Action;Education;Ecosystem Restoration;Wildlife Conservation,6
54175,true,active,2021-10-20T10:28:27-04:00,Livelihood for 21 fishing communities in the PH,WWF-Philippines has been working on two handline yellowfin tuna Fishery Improvement Projects (FIPs) in Lagonoy Gulf and Mindoro Strait areas since 2011 and has a deep and strong relationship with the local fishing communities. WWF-Philippines has held a series of training on tuna value-adding and processing. These trainings are meant to enable women to start their own small businesses and add value to the tuna caught in the area.,Food Security,"WWF-Philippines will provide training, resources and equipment for each municipality involved in the FIPs (15 in Lagonoy Gulf and 6 in Mindoro Strait) such as: 1. Utensils 2. Knives 3. Chopping board 4. Frying pan 5. Steamer 6. Measuring spoons & cups 7. Food processor 8. Tongs 9. Butane gas & stove 10. Grammer weighing scale 11. Mixing bowl 12. Aluminum trays 13. Colander 14. Sealer 15. Raw ingredients (e.g. vegetables, fish, seasonings)","These communities have been involved in many WWF efforts on sustainable fishing practices, from initiatives to prevent post-harvest losses to social enterprise development, to important innovations in seafood traceability. They have been true partners for sustainable fisheries, and model communities for responsible fishing practices. These FIPs are also part of the unit of assessment for Marine Stewardship Council (MSC) certification and are the first in the Philippines to enter such a process.","However, despite the training, the women have not been able to make use of their new skills because of a lack of equipment and resources to pursue these tuna processing activities.",Philippines,Quezon City,Metro Manila,0.00,22000.00,22000.00,0,0,,2021-11-25T02:27:31-05:00,Animal Welfare;Climate Action;Disaster Response;Education;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Wildlife Conservation;Food Security;Climate Action;Education;Ecosystem Restoration;Wildlife Conservation,6
54176,true,active,2021-09-20T15:17:46-04:00,Environmental Education for Filipino Children,"Filipino children will learn from our biodiversity and conservation module where they will be taught about the interrelationships of various components in the environment, as well as different wildlife species and their habitats. At a young age, they will learn to appreciate the role of the environment in the different aspects of their lives and be encouraged to take the initiative to protect the environment, their fellow Filipinos, and their country.",Education,"In order to prevent something, it is important that we equip those who will be potentially facing it with the necessary knowledge, tools, and education. The next generation - our children and our grandchildren - are the future, and we want to help equip them in creating a safer, healthier, and more sustainable world.","At WWF-Philippines, we believe that love and appreciation for the environment and for all beings that live on this planet start from childhood. This is the reason why it is very important to us to work with the academe to promote environmental consciousness and encourage environmental action among the youth. Experiencing first-hand the wonder of nature and knowing more about our interconnectedness shape habits, mindsets, lifestyles, and behavior in children.","The global COVID-19 pandemic has made the world realize how deeply connected the health of the planet is to the health of human society. While questions remain about the exact origins of COVID-19, all available evidence suggests that it is a zoonotic disease, meaning it jumped from wildlife to humans. Protecting our wildlife, their habitats, and the planet we live in remains one of the best courses of action to take if we want to prevent similar or worse pandemics from happening in the future.",Philippines,Quezon City,Metro Manila,294.67,10000.00,9705.33,8,0,,2021-11-25T02:27:29-05:00,Animal Welfare;Climate Action;Disaster Response;Education;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Wildlife Conservation;Education;Climate Action;Ecosystem Restoration;Food Security;Wildlife Conservation,6
54230,true,active,2021-09-24T12:06:43-04:00,EmPOWER Education in Rural Philippines,"To bridge the literacy gap in rural Philippines, the Solar Village Foundation aims to provide solar power to education and learning facilities. This project will provide solar-powered printers to 10 isolated schools, and training teachers and village-based technicians, to maintain, and repair the systems. With the effects of the pandemic on education, these systems will ensure that students and teachers have access to light, printer systems, and charging for phones and educational equipment.",Education,"For 2021, the Solar Village Foundation aims to provide sustainable access to ten rural schools in the Philippines. This means brighter work areas for teachers as they work on school-based one-on-one teaching and as they print and prepare modules and complementary learning kits while in the schools and/or in their catered communities. Over 1500 Filipino students from disadvantaged communities will directly or indirectly benefit. Schools will be trained on proper use, maintenance, and repair.","Providing access to solar electricity will decrease the rural-urban education gap by reducing reliance on daylight hours. Teachers would be able to print learning materials, and students will receive consistent quality education regardless of the presence of sunlight and electricity. Better education will provide more opportunities and help break the rural cycle of poverty.","For Filipinos living in isolation, life stands still at the setting of the sun. Work and learning are put on hold as soon as the night falls. Teachers prepare lesson plans in the dark, inhaling fumes from kerosene lanterns. These are the weekly realities of Last Mile School teachers. According to the Philippine Department of Education, there are about 9,000 last mile schools that cater to the education of those in geographically isolated, disadvantaged and conflict-affected areas.",Philippines,Makati City,Metro Manila,80.85,26500.00,26419.15,3,0,,2021-11-25T02:26:18-05:00,Disaster Response;Education;Education;Child Protection;Climate Action,6
54321,true,active,2021-10-05T05:18:27-04:00,Join  IP Children & Elders Replant 1000 Trees,"This project aims to support indigenous children and elderlies outplant endemic forest and fruit trees parcel by parcel in their disintegrating forest cover brought about by burning grass and trees for pasture use.   They  target  to cover at least a hectare per year or more as soon as other community members will join them in replanting activities to prevent erosion and flood that put them at high risks for physical damage both for themselves, their food farms, houses, rising local temperature",Ecosystem Restoration,"The village local government will sustain their resolution banning forest burning and declaration of the  watershed area as protected.  With no concrete reforestation activity implemented, the community members will take the reforestation initiative by planting naturally growing and applicable tree and fruit species to 1 hectare per year or parcel to parcel approach.  SIBAT will provide technical support by watershed mapping, agroforest training,   monitoring and assist demand for gov't support","Increased forest cover and restoration of wild fruit tree species such as berries and wild trees.  Return of wild animals and birds.  Minimized flooding and avert soil erosion.  More river waters for paddy rice production, vegetables and backyard animals for adequate food and income for families.   Enough water to sustain existing microhydro power for lighting and powering post harvest machineries and tools for livelihood use.  Increased carbon sink area and reduce increasing local temperature.","The watershed area forest cover called Bago by the indigenous tribe of Bayabas Village Malibcong Abra in Northern Philippines has decreased  causing  floods and soil erosion.   Villagers in search for food and fodder area burn grasses yearly killing shrubs, forest and fruit trees in the belief that grass for pasture grows again after burning. Birds, wild animals are disappearing including species for herbal medicines and wild trees.  River waters are reduced for irrigation and domestic use",Philippines,Quezon City,Metro Manila,0.00,2000.00,2000.00,0,0,,2021-11-25T02:27:45-05:00,Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Digital Literacy;Food Security;Ecosystem Restoration;Climate Action,6
54399,true,active,2021-10-26T05:27:53-04:00,Clean Water for Children in the Philippines,Planet Water Foundation has been working to address water poverty for over 10 years. Our approach creates change at both environmental and behavioral levels by providing clean safe drinking water through our community-based water filtration systems; promoting water-health & hygiene education; and prioritizing ongoing system monitoring & sustainability.  Our projects are focused on rural elementary schools as it is here where we can have the most impact.,Clean Water,"We create access to clean drinking water by deploying our AquaTower water filtration solution into schools. Each AquaTower produces up to 1,000 liters of clean, safe drinking water per hour, which is enough to meet the requirements of up to 1,800 people. The AquaTower also includes an integrated handwashing station, and is deployed in conjunction with our Water-Health & Hygiene education program to create a change in behavior, beliefs, and knowledge on life-saving hygiene practices.","Through provision of clean, safe drinking water, handwashing stations and hygiene education, cases of disease amongst students be reduced, giving them more time to focus on education. The burden of paying for bottled water will also be reduced to the local community.","According to WHO and UNICEF data, 53% of people in the Philippines lack access to safely managed water. This puts people, particularly children, at risk of waterborne diseases every time they consume contaminated water.",United States,Phoenix,Arizona,72.27,100000.00,99927.73,4,0,,2021-11-25T02:27:34-05:00,Disaster Response;Education;Gender Equality;Physical Health;Clean Water;Clean Water;Disaster Response;Education;Gender Equality;Physical Health,6
54432,true,active,2021-11-08T14:31:40-05:00,Typhoon Maring (Kompasu) Early Recovery Response,"This project will provide initial capital for the least-served and most affected families of STS Maring (""Kompasu"") in La Union, Philippines. The target beneficiaries are from fisherfolk and farming communities. Hard hit areas are located in coastal barangay which primarily rely on farming and fishing with a total of 254 households that were selected through consultation with local People's Organization and LGUs.",Disaster Response,"This project aims to provide Livelihood Assistance to the least-served and most affected families of the hard-hit areas in La Union. Conducting orientations on Sustainable Agriculture and Disaster Management will help them capacitate and increase their knowledge with regards to their livelihood, typhoon season or not. The project will also encourage them to exercise ""Bayanihan"" since selected beneficiaries can share some part of their harvest with their neighbors and with their organization.","Targeted to support the livelihood of the beneficiaries, an initial capital will be given in the proposed Early Recovery Assistance project. Disaster survivors' mental health is always compromised, this project will help them alleviate their situation and address their needs after the typhoon, which will still be useful even after some time. Consultation with beneficiaries on assistance appropriateness will be done, but the support is initially planned to be thru commodity vouchers.","Based on the government report, there were at least 52,854 families or 218,070 individuals in 493 barangays in Region 1 who got affected by STS Maring (Kompasu) and with 39  reported deaths. The agricultural sector of Ilocos Sur reported a total of 148,816,326 worth of damages on October 13; 140,486,025 in crops, 5,940,400 in fishery, and 2,389,900 in livestock. In La Union, a total of 342.86 million worth of damages covers 10,533.1 hectares of land or 9,303 affected farmers.",Philippines,Quezon,,10.00,15315.00,15305.00,1,0,,2021-11-25T02:26:27-05:00,Child Protection;Climate Action;Disaster Response;Education;Ecosystem Restoration;Gender Equality;Food Security;COVID-19;Clean Water;Disability Rights;Mental Health;Sustainable Agriculture;Disaster Response;Sustainable Agriculture,6
