id,active,status,summary,title,theme,themename,ContactCountry,funding,goal,donations,reports,remaining
44493,false,funded,"We will provide immediate assistance to very poor evacuees affected by the volcanic eruption of Mt. Taal. Our relief assistance will include food packs, basic medicines, hygiene kits, tents, blankets and heavy-duty face masks. Aside from the delivery of relief, we will train locals in the identification, assessment and provision of the relief items and in so doing, localize and sustain our efforts.",Taal Volcano Eruption Relief Fund,Disaster Response,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response,Philippines,17830.14,45000.00,179,4,27169.86
44495,false,funded,"We will focus our disaster response by providing 3,500 youth with direct support comprising food, water, heavy-duty face masks, hygiene kits and communication access via mobile phones. We will mobilize local youth organizations present in the disaster sites so that together with them we will be able to ensure their well-being.",Youth-led Taal Volcano Disaster Response,Disaster Response,Child Protection;Climate Action;Disaster Response;Economic Growth;Gender Equality;Physical Health;Ending Human Trafficking;Food Security;Disaster Response,Philippines,581.25,20000.00,18,2,19418.75
44499,false,funded,"We will provide immediate food packs to 4,000 local residents who evacuated and opted to stay with relatives and friends as they are the most vulnerable and under-served compared to those in government-supported evacuation centers.  Aside from the food packs, we will provide them with vegetable gardening inputs so that they are able to start small-scale container gardening and generate food on their own and spend fruitful time while waiting for normalcy.",Taal Volcano Eruption Food Security Initiative,Disaster Response,Animal Welfare;Climate Action;Disaster Response;Economic Growth;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Disaster Response,Philippines,310.00,25000.00,6,2,24690.00
44513,false,funded,"We will provide food, clothing, water and hygiene support for 2,000 very vulnerable women and children affected by the eruption of Taal volcano. Tens of thousands have evacuated as Taal volcano erupted spewing hazardous fumes and ash and we will be particularly assisting women and girls who has meager resources before the eruption and made more destitute as the disaster strikes.",Taal Volcano Eruption Women Support Fund,Gender Equality,Animal Welfare;Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Ending Human Trafficking;Food Security;COVID-19;Gender Equality,Philippines,4365.23,22000.00,54,3,17634.77
44560,false,retired,"This project will support hygiene awareness session for children living in urban deprived communities in the Philippines. The campaign aims to emphasize the importance of hand washing with clean water and soap as the most effective and affordable way to prevent the spread of germs that caused sickness among children.  To enhance their learning and encourage good practices at home, the children will be provided with complete hygiene kits.",Clean Hands for Healthier Kids!,Physical Health,Ecosystem Restoration;Gender Equality;Physical Health;Justice and Human Rights;Physical Health,Philippines,0.00,5000.00,0,0,5000.00
44625,true,active,"Since January 2020, thousands of families in the Philippines have been displaced by Taal Volcano, typhoons, fires, floods, and Covid-19 infections. Asia America Initiative and our partners are providing emergency food, water, tarp shelters, blankets, hygiene, face masks, and basic health care items for 2,000 displaced families and first-responders.  We have provided 4 tons of relief supplies. Your donation will assist us in affected communities to inspire hope for the homeless.","Aid to Refugees of Taal Volcano, Floods, COVID-19",Disaster Response,Animal Welfare;Child Protection;Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;Food Security;Disaster Response;Food Security;COVID-19;Refugee Rights;Safe Housing,United States,7921.39,10000.00,69,5,2078.61
44675,true,active,"The Philippines has thousands of seafarers and Overseas Filipino Workers (OFWs) which might carry the novel corona-virus back to their home-place and spread the contagion. The virus emanates from Wuhan, China and is now spreading worldwide. This project will educate local people by means of leaflets, social media and small meetings on how to detect symptoms, what to do in order to prevent transmission and how to practice health precautions when a case starts to appear and infect people.",Coronavirus Safe Education Initiative,Education,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Education;COVID-19,Philippines,3493.08,20000.00,101,5,16506.92
44773,true,active,"Between November 2019 and May 1, 2020, thousands of Filipino families became homeless due to non-stop calamities including a large earthquake, typhoon floods, the eruption of Taal volcano in the capitol region, Covid19, armed conflict, and a major fire in Jolo, Mindanao. Women and girls are the most seriously affected. This project will empower girls made homeless from these disasters by providing books and school supplies to continue their education and hygiene supplies for wellness programs.",Empower 500 Homeless Girls with Books and Wellness,Gender Equality,Animal Welfare;Child Protection;Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;Food Security;Gender Equality;Disaster Response;Education;Physical Health;Disaster Response;Education;Physical Health;Clean Water;Safe Housing,United States,1524.61,5000.00,26,4,3475.39
44888,true,active,"The coronavirus is now in our country with at least one confirmed infected and many more under suspicion of being infected. Panic mainly due to lack of information is happening and with poor health-care system and slow government response, there is a need for civil society to take part in the education and knowledge-sharing campaign as well as provide immediate assistance to individuals who show sign of being infected.",Coronavirus Education and Awareness Initiative,Education,Animal Welfare;Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Ending Human Trafficking;Food Security;COVID-19;Education;COVID-19,Philippines,191.88,20000.00,8,5,19808.12
45016,true,active,"The World Health Organization declared the COVID-19 outbreak a pandemic on March 11. Cases of coronavirus continue to spread rapidly throughout the world. As of July 1, 2020, there are more than 10.5 million COVID-19 cases with over 512,000 deaths across 188 countries and territories. In response, International Medical Corps is providing medical expertise, equipment, training, and triage and treatment services around the world and in the US to prevent and treat COVID-19.",Emergency Response to the Coronavirus (COVID-19),Physical Health,Child Protection;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Food Security;Physical Health;COVID-19,United States,5407.59,25000.00,59,8,19592.41
45030,false,retired,"This project will provide scholarships for future teachers from various indigenous and ethnic communities in Mindanao, Philippines.  The scholars will help support and sustain schools in the most remote communities of Mindanao, where public schools are absent and access to education is almost nil. In turn, they will impact on  at least 4,500 indigenous children, their future students in the five years after they graduate, bringing literacy and education direct to the people who need it most.",Graduate 30 Indigenous Teachers in the Philippines,Education,Child Protection;Education;Ecosystem Restoration;Gender Equality;Justice and Human Rights;Education,Philippines,0.00,50000.00,0,0,50000.00
45269,false,retired,"Poverty and hunger remain a perennial problem in the Philippines with around 31% of its children live below poverty threshold. There can be no other place that best describe such conditions but the slum of Tondo, Manila.  The FEEDUCATE Project aims to provide nutritious meals and monthly educational support to at least 50-100 children of Tondo, Manila. It also aims to help local organization institute a community-based health and sanitation program and the rehabilitation of community library.",FEED AND EDUCATE POOR KIDS OF TONDO IN PHILIPPINES,Child Protection,Child Protection;Peace and Reconciliation;Education;Ecosystem Restoration;Gender Equality;Physical Health;Justice and Human Rights;Food Security;Child Protection;Education;Physical Health;Food Security;Education;Physical Health;Food Security;Mental Health,Philippines,0.00,39000.00,0,0,39000.00
45406,false,retired,"Abandoned older women in Group Home needs your love and care through your donation to provide their basic needs (food, hygiene supplies, and medical needs). Group Home is a community-based residential care facility for abandoned and indigent older women. The concept of COSE Group Home is based on the idea of ""aging in one's place"", where abandoned and homeless older persons continue to be part of the community where they can still participate and contribute.",Provision of basic needs of abandoned older women,Physical Health,Climate Action;Peace and Reconciliation;Disaster Response;Physical Health;Ending Human Trafficking;Justice and Human Rights;Physical Health;Ending Abuse;Mental Health;Reproductive Health;Safe Housing,Philippines,25.00,12000.00,1,0,11975.00
45648,false,retired,"David is 63 years old and his leg has been amputated due to complications caused by untreated diabetes. He tend a small garden for his livelihood in the past and could not do so now. He stays at home sad and depressed and wishes to have an artificial leg. We feel David's pain and hope that you can help re-invigorate his life. An artificial leg will make him mobile and able to be productive, albeit, in a much smaller way. Thank you very much.",Help Provide Prosthetic Leg for David,Disaster Response,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response,Philippines,10.00,1500.00,1,0,1490.00
45650,false,funded,"This project will improve the socio-economic situation of 1,500 very poor and marginal families living in extreme poverty by providing them with financial and technical support so that they will be able to start their individual micro-enterprises using most of the resources found in their farms. Example of these are vegetable gardening, raising of ducks, chickens and pigs, selling food products, sewing and handicrafts. In so doing their well-being is improved.",Family Rescue from Extreme Poverty Project,Economic Growth,Animal Welfare;Climate Action;Disaster Response;Economic Growth;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Economic Growth;Disability Rights,Philippines,20.00,15000.00,1,1,14980.00
45678,true,active,"This project will provide gifts to 3,000 poor farming families eking an existence in the mountains with the gifts to consist of seeds, organic fertilizer and pesticides, small farming equipment, small animals such as ducks, chicken and pigs and small funding for their food needs meanwhile they are waiting for crop harvest.",Provide Gift of Farming Inputs to Poor Farmers,Food Security,Animal Welfare;Climate Action;Disaster Response;Economic Growth;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Food Security,Philippines,490.19,15000.00,13,5,14509.81
45683,false,funded,"This project will provide non-formal education for 750 disadvantaged women and girls who by difficult circumstances have stopped formal schooling and live hand-to-mouth existence in remote communities. Non-formal education will be through individual coaching, small group discussions and practical site visits to successful projects in the locality.",Non-formal Education for Disadvantaged Girls,Gender Equality,Animal Welfare;Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Ending Human Trafficking;Food Security;COVID-19;Gender Equality,Philippines,30.00,12000.00,1,1,11970.00
45696,true,active,"The Philippines has been dealing with an economic and educational emergency from COVID-19 for over 18 months, with vulnerable groups continuing to being hit the hardest.  All public schools have been closed since March 14, 2020, putting over 20 million children out of school for over 580 consecutive days. It is the longest school shutdown in the entire world.",COVID-19 Emergency Response in the Philippines,COVID-19,Child Protection;Disaster Response;Economic Growth;Education;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;COVID-19;Ending Abuse;Reproductive Health;COVID-19;Child Protection;Education;Gender Equality;Digital Literacy,Philippines,93052.20,125000.00,1023,9,31947.80
45713,true,active,"The Coronavirus is now a pandemic and widespread and there is a need for concerted effort in order to help mitigate its effect. Towards this end, we will mobilize 200 youth in order to mount education campaign as well as soap-distribution initiative in order to assist in stemming the spread of the virus.",Youth-led Coronavirus Response,Education,Child Protection;Climate Action;Disaster Response;Economic Growth;Gender Equality;Physical Health;Ending Human Trafficking;Food Security;Education;COVID-19,Philippines,120.00,12000.00,2,4,11880.00
45714,false,retired,"This project will help human trafficking survivors graduate from high school. When a trafficking survivor gains their high school diploma, they are able to get a good job and lift themselves and their entire family out of poverty and the threat of violent oppression.",Help trafficking survivors graduate high school,Gender Equality,Gender Equality;Economic Growth;Education;Ending Human Trafficking;Justice and Human Rights,United States,100.00,30000.00,1,0,29900.00
45831,true,unsearchable,"March 16, 2020, the entire island of Luzon, Philippines was placed under quarantine due to a growing number of COVID-19 cases, forcing almost all businesses to close. We are based in Quezon City, a city of about 2.9 million people. With businesses closed, suspended public transport & slow government's response to the crisis, poor families of daily wage earners are now left unsure of where to get food for the next weeks! Please help us give nutritious meals to thousands of families affected.",Covid19 Relief Fund for Families in Philippines,Food Security,Child Protection;Disaster Response;Physical Health;Food Security;Food Security;Physical Health;COVID-19,Philippines,39235.33,100000.00,336,3,60764.67
45839,true,active,"We will provide fund and material assistance for artisans and small farmers affected by the Coronavirus. With local communities on complete lock-downs or enhanced quarantine, many artisans such as carpenters, vendors and small farmers are unable to work or sell their products. We need to provide them with money, food, medical support and other relief assistance in order for them to survive and surpass this calamity.",Coronavirus Relief for Artisans and Small Farmers,Disaster Response,Animal Welfare;Climate Action;Disaster Response;Economic Growth;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Disaster Response;COVID-19,Philippines,461.64,15000.00,6,5,14538.36
45841,true,active,"Midwives are front-line workers in the Coronavirus pandemic. Mercy In Action operates clinics & birth centers in the Philippines at no charge to the patients and will continue to stay open, though our costs are going up exponentially for food for patients, medicines, gasoline to drive our ambulance, and PPE for staff. With the shutdown of public transportation jeepneys, we are giving rides to each woman in labor, & bringing food to locked-down pregnant women. We are in place to help the poor now",Help Pregnant Patients during Coronavirus Pandemic,COVID-19,Child Protection;Gender Equality;Physical Health;COVID-19;Disaster Response;Physical Health;Food Security,United States,50627.35,95000.00,266,12,44372.65
46057,true,active,"This project will provide food packs to 750 senior citizens severely affected by the Coronavirus pandemic in 3 remote barrios in Misamis Oriental province. During our site visits in these communities, we witnessed the overwhelming need for food for the elderly in the area. We aim to provide food supply for at least 3 weeks until severe restrictions in the flow of farm products are lifted.",Coronavirus Food Delivery for the Elderly,Disaster Response,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response;COVID-19,Philippines,6084.29,12000.00,46,4,5915.71
46157,true,active,Gawad Kalinga will be providing food packs for families in rural areas during the COVID-19 pandemic.,Gawad Kalinga COVID-19 Response,Physical Health,Child Protection;Disaster Response;Economic Growth;Education;Gender Equality;Physical Health;Sport;COVID-19;Physical Health,Philippines,17997.00,25000.00,152,7,7003.00
46388,true,active,"This project will help fund 750 women and girls-led small business either as support for struggling businesses due to lock-downs in communities or to help new business as opportunities due to the pandemic comes up. We will provide support to very poor, economically struggling women and girls and aim to improve their social and economic situations amidst this difficult times.",Coronavirus Women-led Small Business Support Fund,Disaster Response,Animal Welfare;Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Ending Human Trafficking;Food Security;COVID-19;Disaster Response;COVID-19,Philippines,367.80,12000.00,4,4,11632.20
46461,true,active,"This project will provide financial and technical support for 750 small business affected by the Coronavirus pandemic so that they are able to re-start their business and be economically active again. The financial support will be used in order to purchase equipment, buy new inventories, re-hire laid-off workers, renovate commercial spaces, among others.",Coronavirus- Affected Small Business Fund,COVID-19,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;COVID-19,Philippines,158.08,12000.00,4,4,11841.92
46481,false,retired,"Water Relief project aims to provide free water supply of clean and drinkable water at home to vulnerable and low income families during lockdown.  Water security at home means each family member will meet the Water Survival Threshold defined by SPHERE Humanitarian Response as the daily minimum water requirement of 15-20L per person. This will also boost good handwashing practices, personal hygiene and sanitation at home which are the most effective means to prevent the spread of COVID-19 virus.",Water Relief for Disadvantaged Communities,COVID-19,Ecosystem Restoration;Gender Equality;Physical Health;Justice and Human Rights;COVID-19,Philippines,30.00,50000.00,2,0,49970.00
46834,true,active,"In the Philippines, religious conflict and natural disasters have caused suffering for millions of Filipino children. This program provides care for children who are victims of the Covid-19 virus and other disasters. Inter-faith cooperation teaches students the value of teamwork and unity. We provide face masks, basic food, clean water, and hygiene. In response to the Covid19 crisis, we are currently providing PPE's, hand-washing supplies, and nutrition programs for more than 3,000 children.",Covid-19 Relief for Inter-Faith Filipino Children,COVID-19,Animal Welfare;Child Protection;Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;Food Security;COVID-19;Child Protection;Physical Health;Clean Water;Mental Health,United States,16939.60,30000.00,52,4,13060.40
46836,true,active,"This project will provide food, shelter, education, health and hygiene support for 750 vulnerable girls affected by the Coronavirus pandemic as well as with other upcoming disaster that is expected to happen in the near future.",Vulnerable Girls Emergency Support Fund,Gender Equality,Animal Welfare;Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Ending Human Trafficking;Food Security;COVID-19;Gender Equality;COVID-19;Ending Abuse,Philippines,232.42,12000.00,5,4,11767.58
46838,false,retired,"The Covid-19 virus has afflicted the Philippines, where civil conflict, malnutrition and natural disasters have caused suffering for millions of Filipino children. This program now protects medical workers, 3,000 elementary school children and their elders. We are providing protective gear, hygiene supplies, clean water and basic foods to build stronger immune systems to resist the Covid-19 crisis.   We are seeking to add protection and nutritional programs for at least 500 at-risk children.",Covid-19 protection for at-risk Filipino children,COVID-19,Animal Welfare;Child Protection;Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;Food Security;COVID-19;Child Protection;Gender Equality;Physical Health;Child Protection;Gender Equality;Physical Health;Clean Water;Mental Health,United States,220.00,2500.00,2,0,2280.00
46890,true,active,"Our project aims to expand both our distribution of food supplies and our local production and donation of protective masks for the populations living in the Island province of Mindoro, in the Philippines. Up to now, our organization has been able to successfully deliver food supplies to around 700 families and protective masks to around 2500 beneficiaries, bringing relief to the many families in need.",Support Filipino population against COVID-19,COVID-19,Child Protection;Disaster Response;Economic Growth;Education;Gender Equality;Physical Health;Food Security;COVID-19;Clean Water;Safe Housing;COVID-19,Italy,271.34,5000.00,6,4,4728.66
46933,false,retired,"With your support, we will clean up a large marine area in the Pacific Ocean in central Philippines where floating plastics are posing big threat to wildlife and ocean. We will remove 500 pounds of floating plastic per day and dispose them properly for their reuse when possible, reducing the mortality of marine wildlife and removing long-lasting plastics.",Remove Plastics From Ocean,Climate Action,Animal Welfare;Climate Action;Ecosystem Restoration;Climate Action,United States,0.00,14000.00,0,0,14000.00
47017,true,active,"Hunger and Malnutrition is the hidden virus many of us tend to overlook. 1 in 3 Filipinos is affected and the consequent impact lasts a lifetime. Current approaches to solve this are ad-hoc and very event driven. Through ""KuBO"" (Kusina ng Bayan sa Oras ng pangangailangan), we will launch a movement that will fight hunger and malnutrition among vulnerable communities in the Philippines. Join our cause!",KuBO Community Kitchens for Manila Hunger Hotspots,Food Security,Child Protection;Disaster Response;Education;Ecosystem Restoration;Gender Equality;Physical Health;Food Security;Disaster Response;Physical Health;COVID-19;Disaster Response;Physical Health;COVID-19,Philippines,6909.65,15000.00,110,3,8090.35
47223,false,retired,"Ecologically-based tourism and alternative livelihood program for the local fisher folk, surf instructors and tourism community, who have been out of jobs since the nationwide Covid-19 lockdown in the Philippines. Managed in collaboration with FEED technical partner Ocean Quest Global, Coral Propagation Certified members of Jongky Surf School, and with coral nursery support from 45 trained members of the local La Union Surf Club, Inc. (LUSC) - oldest surf association in the Philippines.","Adopt a Coral Nursery, Empower a Local Community",Climate Action,Child Protection;Climate Action;Disaster Response;Education;Ecosystem Restoration;Physical Health;Food Security;Climate Action;Climate Action;Economic Growth;COVID-19;Climate Action;Economic Growth;COVID-19;Sustainable Agriculture,Philippines,95.60,25000.00,1,0,24904.40
47336,false,retired,"Abandoned older women in Group Home needs your love and care through your donation to provide their basic needs (food, hygiene supplies, and medical needs). Group Home is a community-based residential care facility for abandoned and indigent older women. The concept of COSE Group Home is based on the idea of ""aging in one's place"", where abandoned and homeless older persons continue to be part of the community where they can still participate and contribute.",Provision of basic needs of abandoned older women,Gender Equality,Climate Action;Peace and Reconciliation;Disaster Response;Physical Health;Ending Human Trafficking;Justice and Human Rights;Gender Equality;Ending Abuse;Safe Housing,Philippines,0.00,12000.00,0,0,12000.00
47606,false,funded,"Your gift will give 200 young women in the Philippines access to online learning. Due to the Coronavirus outbreak, our local partner hospitality schools need to deliver their classes online. However, most of their students have very limited or no access to the internet and the necessary technology to access classes. With your help, the young women who study hospitality at their schools will receive a tablet and an internet connection so they can keep learning through the outbreak.",Give 200 young women access to online learning,Gender Equality,Education;Gender Equality;Physical Health;Gender Equality;Education;Digital Literacy;COVID-19,United Kingdom,5841.00,20000.00,16,2,14159.00
47684,true,active,"We will provide food to 1,200 hungry and malnourished children living in remote villages with particular focus to those who are severely affected by the Coronavirus pandemic,  extreme changes in the weather and poor farm harvest as a result of soil degradation and loss of natural resources.  In so doing, we aim to improve children's well-being and ensure that they become productive members of their communities.",Providing Food to Hungry and Malnourished Children,Education,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Education,Philippines,1092.38,15000.00,19,4,13907.62
47749,false,retired,"We badly need a brand-new motorbike in order to quickly and easily transport much needed food and medical supply to the rural areas where we are helping the elderly with food, medical and other needs. With the Coronavirus pandemic and community lock-downs, the motorcycle is the only safest, most useful asset we can ever have and which we can use in order to reach quickly and easily the people we are serving.",Help Procure a Brand-new motorbike for Fieldwork,Disaster Response,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response;COVID-19,Philippines,270.00,1500.00,6,0,1230.00
47792,true,active,"Gawad Kalinga (GK) has a sports program called SipaG. The Covid-19 pandemic shook the whole world and one of the sectors greatly disrupted is  the education sector. The Philippine education shifted from traditional face-to-face learning to blended learning. To kids who opted to continue their studies in blended learning, we seek to support them in their online class or modular studies, and athletic training sessions to keep them abreast.",Support Student Athletes in Gawad Kalinga SipaG,Education,Child Protection;Disaster Response;Economic Growth;Education;Gender Equality;Physical Health;Sport;COVID-19;Education,Philippines,153.21,5000.00,6,3,4846.79
47796,false,funded,"Just when think indigenous peoples living in the hinterlands are too far out for covid19 to reach, we are wrong.  This project intends to provide medicines, food, facemasks, disinfectants to 700 indigenous peoples who needs protection as they have to receive relatives working in Manila and overseas workers returning home  to their places during the lockdown which is still being implemented to date. Being four hours away from the town centers, government food subsidies hardly reach them.",Facemasks and Medicines to 700 Indigenous Peoples,COVID-19,Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Digital Literacy;Food Security;COVID-19,Philippines,1137.47,1000.00,3,2,0.00
47817,false,retired,"With unhampered mobility and quick and easy access to our project sites, our youth volunteers will be able to provide efficient and timely delivery of much-needed educational initiatives in order to inform and influence community residents especially the youth to maintain strict health and sanitation protocols in order to avoid infection of the virus. With our hospital system in near-collapse, this is indeed very urgent.",Help provide mobility for youth volunteers,Education,Child Protection;Climate Action;Disaster Response;Economic Growth;Gender Equality;Physical Health;Ending Human Trafficking;Food Security;Education;COVID-19,Philippines,125.00,750.00,2,0,625.00
47976,true,active,"This project will provide warm and well-loved Filipino meals to 900 hungry women and girls belonging to ultra-poor families in order for them to improve their nutrition and well-being. Aside from the meal supply, we will also provide variety of vegetable seeds in order for them to start vegetable gardening activities and have easy access to nutritious food.",Happy Meals for Hungry Women and Girls,Gender Equality,Animal Welfare;Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Ending Human Trafficking;Food Security;COVID-19;Gender Equality,Philippines,347.46,12000.00,6,4,11652.54
48025,true,active,"We will provide vegetable seeds, organic fertilizer and pesticides and training to 3,000 poor households in order for them to start their individual backyard vegetable gardens, remain healthy and well and have steady sources of income and nutrition during this very challenging times.",Covid 19: Home-Gardening for Food Security,COVID-19,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;COVID-19,Philippines,294.45,25000.00,3,4,24705.55
48094,true,active,"This project will provide monthly supply of food to 200 very poor and marginalized elderly people living in 3 villages. With food supply very scarce nowadays with the Coronavirus pandemic and poor farm harvest due to low soil fertility and pest infestation, hunger is felt by the elderly poor and there is a need to provide them with food from outside sources.",Provide Food to 200 Elderly People,Food Security,Animal Welfare;Climate Action;Disaster Response;Economic Growth;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Food Security,Philippines,1380.77,12000.00,42,3,10619.23
48146,false,retired,"David needs an artificial leg. He is 74 years old and suffers from diabetes complications. Before his leg was cut-off, he used to drive a single motor for transport and earn income for his family. Since the time he became disabled he lost income and unable to feed his family. There is a local artificial leg manufacturer in a nearby city and we have done some inquiries already. An artificial leg cost USD 1,700. Hoping for your kindness and generosity.",Artificial leg for David,Economic Growth,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Economic Growth,Philippines,20.40,2000.00,2,0,1979.60
48516,false,retired,"In times of crisis, women and girls are often overlooked. During this pandemic, a steep rise in unplanned pregnancies & reproductive health concerns for millions of girls globally is anticipated. UN SDSN Youth will provide accessible and readily available health services, through direct and contextualized provision of nutrition packs and family planning tools, as well as educational materials. This will serve 100 young mothers each in five regions of the Philippines, ranging from ages 15 to 25.",Health services for teen mothers impacted by COVID,Gender Equality,Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Justice and Human Rights;COVID-19;Gender Equality;Physical Health;COVID-19;Mental Health;Reproductive Health,Philippines,432.00,50000.00,9,0,49568.00
48568,false,funded,"Gawad Kalinga (GK) has a sports youth leadership program called SipaG. We have around 2,000 playing kids all over the country. The SipaG Community Soup Kitchen will provide nutritious meals to young kids within  and other marginalized neighborhood communities. Our Soup Kitchen is communal in nature, which means that we provide the ingredients needed, the parents will do the preparation, cooking and distribution of the food.We are serving 16 communities and reached out to 2,000+ kids.",SipaG Community Soup Kitchen,Economic Growth,Child Protection;Disaster Response;Economic Growth;Education;Gender Equality;Physical Health;Sport;COVID-19;Economic Growth,Philippines,1370.00,1000.00,9,1,0.00
48843,false,retired,"Help AHA Learning Center's mission to make sure that those who have the least in life get the best in education. Support AHA which provides no-internet-necessary education solutions to thousands of public school students all over the Philippines. Since March, AHA has created over 400 text-based microlessons, trained over 50,000 teachers on text-based instruction, and produced over 100 educational content on AM radio. We believe that even while we work from home, we need to work from hope.",Help Filipino children continue their education,Education,Child Protection;Education;Education;COVID-19,Philippines,0.00,50000.00,0,0,50000.00
48848,true,active,"700s of children between 1 and 14 are living in the Pasay City Cemetery. Children are exposed to disease with a lot of dirt and rotting water from the cemetery. They got a small wound and skin disease of unknown cause. Without getting the right treatment, they just leave it until the wound and disease get better. Under this project, 700 poor children will be given medical kits (Vitamin, Wound ointment, Bandage, etc), health check-up, hospital treatment and antibacterial mask (Facing Covid-19).",Medical Kit for 700 Children living in Cemetery,Physical Health,Child Protection;Disaster Response;Education;Physical Health;COVID-19;Physical Health;Clean Water,South Korea,5285.16,10000.00,61,3,4714.84
49178,true,active,"Tahanan ng Pagmamahal Children's Home, Inc wants to sustain the basic needs of the 45 children including food and medical to boost their immune system and to prevent them from COVID 19 Pandemic and other illnesses.",Little by Little- Tahanan,COVID-19,Child Protection;COVID-19,Philippines,1667.10,3000.00,16,3,1332.90
49184,false,retired,"We will provide food processing equipment like meat grinder, electric oven, vacuum sealer, gas stove and small pressure cooker to poor women in order to improve value to their raw materials and sell processed food to neighbors and on-line and in so doing improve their income and become independent despite the challenges they are facing because of the Coronavirus pandemic.",Food processing equipment for poor women,COVID-19,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;COVID-19,Philippines,5.00,1500.00,5,0,1495.00
49185,false,retired,"We will purchase a compact, heavy-duty meat-grinder for marginalized women farmers in order to add value to the small animals like goats, pigs and chicken that they are raising thereby providing them stable and improved income.",Meat-processing livelihood for women farmers,COVID-19,Animal Welfare;Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Ending Human Trafficking;Food Security;COVID-19;COVID-19;Gender Equality,Philippines,30.00,500.00,1,0,470.00
49194,false,retired,"We will establish a mushroom production facility for 15 elderly as their source of income and nutrition as well as a pilot for other groups to emulate. Mushroom is an alternative food with very large potential for increasing income and nutrition and it can be grown easily in small space using surplus agricultural waste such as rice straw and sawdust. It is high in protein, amino acids, no cholesterol, no sugar and high ration of unsaturated fats. It has tremendous ability to improve nutrition.",Mushroom production for income and nutrition,COVID-19,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;COVID-19;Food Security,Philippines,105.56,3000.00,5,0,2894.44
49317,true,unsearchable,"Green Releaf is raising resources to support 300 farmers from Tiwi, Albay after being impacted by Supertyphoon Goni and Vamco in November 2020, using its permaculture solutions after prototyping them for the last 3 years.   In partnership with the Sustainable Agriculture program of the Diocese of Legazpi, we are helping to raising funds for:  a) open pollinated and organic seeds b) repair of farm tools and equipment c) permaculture training and materials (print outs and videos) for sharing.",Typhoon Vamco and Goni Permaculture Support,Disaster Response,Climate Action;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response,Philippines,2899.71,5000.00,24,2,2100.29
